Train ID,Station Name,Date,Planned Arrival,Actual Arrival,Delay (mins)
S12-Tikiri Menike,Gampaha,2024-04-02,07:37,07:52,15.0
S12-Tikiri Menike,Veyangoda,2024-04-02,07:48,07:53,5.0
S12-Tikiri Menike,Polgahawela,2024-04-02,08:33,08:48,15.0
S12-Tikiri Menike,Rambukkana,2024-04-02,08:28,08:28,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-02,09:04,09:09,5.0
S12-Tikiri Menike,Kandy,2024-04-02,08:28,08:23,-5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-02,07:00,07:15,15.0
S12-Senkadagala Menike,Maradana,2024-04-02,07:26,07:41,15.0
S12-Senkadagala Menike,Ragama,2024-04-02,08:01,08:01,0.0
S12-Senkadagala Menike,Gampaha,2024-04-02,08:32,08:27,-5.0
S12-Senkadagala Menike,Veyangoda,2024-04-02,09:05,09:05,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-02,09:08,09:18,10.0
S12-Senkadagala Menike,Rambukkana,2024-04-02,09:35,09:35,0.0
S12-Senkadagala Menike,Kadugannawa,2024-04-02,11:03,11:08,5.0
S12-Senkadagala Menike,Kandy,2024-04-02,10:26,11:21,55.0
Intercity,Colombo Fort,2024-04-02,08:00,08:00,0.0
Intercity,Maradana,2024-04-02,08:23,Cancelled,
Intercity,Ragama,2024-04-02,09:03,09:18,15.0
Intercity,Gampaha,2024-04-02,09:29,09:24,-5.0
Intercity,Veyangoda,2024-04-02,09:30,09:25,-5.0
Intercity,Polgahawela,2024-04-02,10:18,10:23,5.0
Intercity,Rambukkana,2024-04-02,11:29,11:39,10.0
Intercity,Kadugannawa,2024-04-02,11:31,11:36,5.0
Intercity,Kandy,2024-04-02,12:22,12:27,5.0
S14-Udarata Menike,Colombo Fort,2024-04-03,06:00,Cancelled,
S14-Udarata Menike,Maradana,2024-04-03,06:19,06:29,10.0
S14-Udarata Menike,Ragama,2024-04-03,07:06,07:01,-5.0
S14-Udarata Menike,Gampaha,2024-04-03,07:00,07:10,10.0
S14-Udarata Menike,Veyangoda,2024-04-03,08:04,08:19,15.0
S14-Udarata Menike,Polgahawela,2024-04-03,08:37,08:52,15.0
S14-Udarata Menike,Rambukkana,2024-04-03,08:28,08:43,15.0
S14-Udarata Menike,Kadugannawa,2024-04-03,09:54,09:59,5.0
S14-Udarata Menike,Kandy,2024-04-03,08:38,08:58,20.0
S14-Podi Menike,Colombo Fort,2024-04-03,09:00,09:00,0.0
S14-Podi Menike,Maradana,2024-04-03,09:33,09:38,5.0
S14-Podi Menike,Ragama,2024-04-03,09:53,09:58,5.0
S14-Podi Menike,Gampaha,2024-04-03,10:26,10:31,5.0
S14-Podi Menike,Veyangoda,2024-04-03,11:08,11:08,0.0
S14-Podi Menike,Polgahawela,2024-04-03,11:59,11:54,-5.0
S14-Podi Menike,Rambukkana,2024-04-03,12:04,12:24,20.0
S14-Podi Menike,Kadugannawa,2024-04-03,12:55,13:05,10.0
S14-Podi Menike,Kandy,2024-04-03,12:21,12:31,10.0
S12-Tikiri Menike,Colombo Fort,2024-04-03,09:00,09:05,5.0
S12-Tikiri Menike,Maradana,2024-04-03,09:35,10:00,25.0
S12-Tikiri Menike,Ragama,2024-04-03,09:39,09:54,15.0
S12-Tikiri Menike,Gampaha,2024-04-03,10:42,Cancelled,
S12-Tikiri Menike,Veyangoda,2024-04-03,10:45,10:40,-5.0
S12-Tikiri Menike,Polgahawela,2024-04-03,11:28,11:33,5.0
S12-Tikiri Menike,Rambukkana,2024-04-03,11:28,11:28,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-03,13:07,13:02,-5.0
S12-Tikiri Menike,Kandy,2024-04-03,13:32,13:37,5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-03,06:00,06:00,0.0
S12-Senkadagala Menike,Maradana,2024-04-03,06:23,06:48,25.0
S12-Senkadagala Menike,Ragama,2024-04-03,07:02,07:22,20.0
S12-Senkadagala Menike,Gampaha,2024-04-03,07:15,07:15,0.0
S12-Senkadagala Menike,Veyangoda,2024-04-03,07:58,08:03,5.0
S12-Senkadagala Menike,Polgahawela,2024-04-03,08:02,08:02,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-03,08:18,08:23,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-03,08:22,08:22,0.0
S12-Senkadagala Menike,Kandy,2024-04-03,09:47,10:07,20.0
Intercity,Colombo Fort,2024-04-03,06:00,05:55,-5.0
Intercity,Maradana,2024-04-03,06:35,06:35,0.0
Intercity,Ragama,2024-04-03,07:10,07:25,15.0
Intercity,Gampaha,2024-04-03,07:16,07:16,0.0
Intercity,Veyangoda,2024-04-03,08:10,08:35,25.0
Intercity,Polgahawela,2024-04-03,08:39,08:59,20.0
Intercity,Rambukkana,2024-04-03,08:36,08:36,0.0
Intercity,Kadugannawa,2024-04-03,08:34,08:44,10.0
Intercity,Kandy,2024-04-03,08:40,08:50,10.0
S14-Udarata Menike,Colombo Fort,2024-04-04,06:00,06:15,15.0
S14-Udarata Menike,Maradana,2024-04-04,06:32,06:42,10.0
S14-Udarata Menike,Ragama,2024-04-04,07:04,07:14,10.0
S14-Udarata Menike,Gampaha,2024-04-04,07:27,07:52,25.0
S14-Udarata Menike,Veyangoda,2024-04-04,07:51,07:51,0.0
S14-Udarata Menike,Polgahawela,2024-04-04,08:10,08:30,20.0
S14-Udarata Menike,Rambukkana,2024-04-04,09:03,09:18,15.0
S14-Udarata Menike,Kadugannawa,2024-04-04,09:42,10:17,35.0
S14-Udarata Menike,Kandy,2024-04-04,09:11,09:21,10.0
S14-Podi Menike,Colombo Fort,2024-04-04,04:00,04:05,5.0
S14-Podi Menike,Maradana,2024-04-04,04:21,04:26,5.0
S14-Podi Menike,Ragama,2024-04-04,04:54,05:14,20.0
S14-Podi Menike,Gampaha,2024-04-04,05:38,05:38,0.0
S14-Podi Menike,Veyangoda,2024-04-04,05:51,05:56,5.0
S14-Podi Menike,Polgahawela,2024-04-04,05:41,05:41,0.0
S14-Podi Menike,Rambukkana,2024-04-04,06:39,06:49,10.0
S14-Podi Menike,Kadugannawa,2024-04-04,06:53,06:48,-5.0
S14-Podi Menike,Kandy,2024-04-04,07:50,08:15,25.0
S12-Tikiri Menike,Colombo Fort,2024-04-04,09:00,09:05,5.0
S12-Tikiri Menike,Maradana,2024-04-04,09:18,09:18,0.0
S12-Tikiri Menike,Ragama,2024-04-04,09:54,09:59,5.0
S12-Tikiri Menike,Gampaha,2024-04-04,10:22,10:22,0.0
S12-Tikiri Menike,Veyangoda,2024-04-04,10:13,10:13,0.0
S12-Tikiri Menike,Polgahawela,2024-04-04,10:40,10:50,10.0
S12-Tikiri Menike,Rambukkana,2024-04-04,12:13,12:13,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-04,12:19,12:24,5.0
S12-Tikiri Menike,Kandy,2024-04-04,12:04,12:04,0.0
S12-Senkadagala Menike,Colombo Fort,2024-04-04,06:00,06:10,10.0
S12-Senkadagala Menike,Maradana,2024-04-04,06:20,06:20,0.0
S12-Senkadagala Menike,Ragama,2024-04-04,06:46,06:46,0.0
S12-Senkadagala Menike,Gampaha,2024-04-04,07:22,07:27,5.0
S12-Senkadagala Menike,Veyangoda,2024-04-04,07:40,08:05,25.0
S12-Senkadagala Menike,Polgahawela,2024-04-04,07:53,07:53,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-04,08:48,08:58,10.0
S12-Senkadagala Menike,Kadugannawa,2024-04-04,08:29,08:29,0.0
S12-Senkadagala Menike,Kandy,2024-04-04,08:58,08:58,0.0
Intercity,Colombo Fort,2024-04-04,08:00,08:20,20.0
Intercity,Maradana,2024-04-04,08:24,08:29,5.0
Intercity,Ragama,2024-04-04,08:43,08:53,10.0
Intercity,Gampaha,2024-04-04,08:54,08:54,0.0
Intercity,Veyangoda,2024-04-04,10:09,10:09,0.0
Intercity,Polgahawela,2024-04-04,10:06,10:21,15.0
Intercity,Rambukkana,2024-04-04,10:28,10:43,15.0
Intercity,Kadugannawa,2024-04-04,11:44,11:54,10.0
Intercity,Kandy,2024-04-04,12:22,12:22,0.0
S14-Udarata Menike,Colombo Fort,2024-04-05,09:00,09:20,20.0
S14-Udarata Menike,Maradana,2024-04-05,09:25,09:30,5.0
S14-Udarata Menike,Ragama,2024-04-05,10:02,10:07,5.0
S14-Udarata Menike,Gampaha,2024-04-05,10:14,10:19,5.0
S14-Udarata Menike,Veyangoda,2024-04-05,10:20,10:35,15.0
S14-Udarata Menike,Polgahawela,2024-04-05,10:42,10:47,5.0
S14-Udarata Menike,Rambukkana,2024-04-05,12:24,12:29,5.0
S14-Udarata Menike,Kadugannawa,2024-04-05,11:37,12:28,51.0
S14-Udarata Menike,Kandy,2024-04-05,12:35,12:40,5.0
S14-Podi Menike,Colombo Fort,2024-04-05,07:00,07:10,10.0
S14-Podi Menike,Maradana,2024-04-05,07:26,Cancelled,
S14-Podi Menike,Ragama,2024-04-05,07:57,08:07,10.0
S14-Podi Menike,Gampaha,2024-04-05,08:38,09:03,25.0
S14-Podi Menike,Veyangoda,2024-04-05,08:42,08:42,0.0
S14-Podi Menike,Polgahawela,2024-04-05,08:42,08:42,0.0
S14-Podi Menike,Rambukkana,2024-04-05,09:52,09:52,0.0
S14-Podi Menike,Kadugannawa,2024-04-05,09:08,09:18,10.0
S14-Podi Menike,Kandy,2024-04-05,09:33,09:33,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-05,06:00,06:00,0.0
S12-Tikiri Menike,Maradana,2024-04-05,06:20,06:40,20.0
S12-Tikiri Menike,Ragama,2024-04-05,06:57,07:02,5.0
S12-Tikiri Menike,Gampaha,2024-04-05,07:37,07:32,-5.0
S12-Tikiri Menike,Veyangoda,2024-04-05,07:50,08:10,20.0
S12-Tikiri Menike,Polgahawela,2024-04-05,08:36,08:41,5.0
S12-Tikiri Menike,Rambukkana,2024-04-05,08:03,08:03,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-05,10:01,10:01,0.0
S12-Tikiri Menike,Kandy,2024-04-05,08:25,08:35,10.0
S12-Senkadagala Menike,Colombo Fort,2024-04-05,04:00,04:10,10.0
S12-Senkadagala Menike,Maradana,2024-04-05,04:23,04:23,0.0
S12-Senkadagala Menike,Ragama,2024-04-05,05:04,05:04,0.0
S12-Senkadagala Menike,Gampaha,2024-04-05,05:14,05:24,10.0
S12-Senkadagala Menike,Veyangoda,2024-04-05,06:03,06:08,5.0
S12-Senkadagala Menike,Polgahawela,2024-04-05,06:14,06:29,15.0
S12-Senkadagala Menike,Rambukkana,2024-04-05,05:56,06:01,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-05,07:12,07:27,15.0
S12-Senkadagala Menike,Kandy,2024-04-05,08:28,08:33,5.0
Intercity,Colombo Fort,2024-04-05,06:00,06:10,10.0
Intercity,Maradana,2024-04-05,06:33,06:43,10.0
Intercity,Ragama,2024-04-05,07:11,07:21,10.0
Intercity,Gampaha,2024-04-05,07:44,07:44,0.0
Intercity,Veyangoda,2024-04-05,07:18,07:28,10.0
Intercity,Polgahawela,2024-04-05,07:41,08:01,20.0
Intercity,Rambukkana,2024-04-05,09:26,09:36,10.0
Intercity,Kadugannawa,2024-04-05,08:51,08:46,-5.0
Intercity,Kandy,2024-04-05,10:15,10:15,0.0
S14-Udarata Menike,Colombo Fort,2024-04-06,05:00,05:00,0.0
S14-Udarata Menike,Maradana,2024-04-06,05:34,05:39,5.0
S14-Udarata Menike,Ragama,2024-04-06,05:45,05:50,5.0
S14-Udarata Menike,Gampaha,2024-04-06,06:01,06:16,15.0
S14-Udarata Menike,Veyangoda,2024-04-06,06:24,07:11,47.0
S14-Udarata Menike,Polgahawela,2024-04-06,07:43,07:48,5.0
S14-Udarata Menike,Rambukkana,2024-04-06,07:41,07:51,10.0
S14-Udarata Menike,Kadugannawa,2024-04-06,07:39,07:39,0.0
S14-Udarata Menike,Kandy,2024-04-06,08:55,09:00,5.0
S14-Podi Menike,Colombo Fort,2024-04-06,08:00,09:29,89.0
S14-Podi Menike,Maradana,2024-04-06,08:21,08:21,0.0
S14-Podi Menike,Ragama,2024-04-06,09:06,09:11,5.0
S14-Podi Menike,Gampaha,2024-04-06,09:26,09:46,20.0
S14-Podi Menike,Veyangoda,2024-04-06,09:21,09:26,5.0
S14-Podi Menike,Polgahawela,2024-04-06,09:44,09:59,15.0
S14-Podi Menike,Rambukkana,2024-04-06,10:04,10:09,5.0
S14-Podi Menike,Kadugannawa,2024-04-06,10:50,10:50,0.0
S14-Podi Menike,Kandy,2024-04-06,11:30,Cancelled,
S12-Tikiri Menike,Colombo Fort,2024-04-06,06:00,06:10,10.0
S12-Tikiri Menike,Maradana,2024-04-06,06:34,06:34,0.0
S12-Tikiri Menike,Ragama,2024-04-06,06:42,06:47,5.0
S12-Tikiri Menike,Gampaha,2024-04-06,07:37,07:47,10.0
S12-Tikiri Menike,Veyangoda,2024-04-06,07:29,07:34,5.0
S12-Tikiri Menike,Polgahawela,2024-04-06,08:54,08:49,-5.0
S12-Tikiri Menike,Rambukkana,2024-04-06,08:07,08:17,10.0
S12-Tikiri Menike,Kadugannawa,2024-04-06,09:33,09:33,0.0
S12-Tikiri Menike,Kandy,2024-04-06,10:39,10:39,0.0
S12-Senkadagala Menike,Colombo Fort,2024-04-06,05:00,05:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-06,05:28,05:28,0.0
S12-Senkadagala Menike,Ragama,2024-04-06,05:51,05:51,0.0
S12-Senkadagala Menike,Gampaha,2024-04-06,06:23,06:33,10.0
S12-Senkadagala Menike,Veyangoda,2024-04-06,06:42,07:02,20.0
S12-Senkadagala Menike,Polgahawela,2024-04-06,07:59,07:54,-5.0
S12-Senkadagala Menike,Rambukkana,2024-04-06,08:28,09:26,58.0
S12-Senkadagala Menike,Kadugannawa,2024-04-06,07:56,08:01,5.0
S12-Senkadagala Menike,Kandy,2024-04-06,09:45,10:00,15.0
Intercity,Colombo Fort,2024-04-06,08:00,07:55,-5.0
Intercity,Maradana,2024-04-06,08:33,08:43,10.0
Intercity,Ragama,2024-04-06,09:08,09:03,-5.0
Intercity,Gampaha,2024-04-06,09:00,09:25,25.0
Intercity,Veyangoda,2024-04-06,09:54,10:19,25.0
Intercity,Polgahawela,2024-04-06,10:51,11:11,20.0
Intercity,Rambukkana,2024-04-06,10:31,10:41,10.0
Intercity,Kadugannawa,2024-04-06,10:21,10:16,-5.0
Intercity,Kandy,2024-04-06,12:41,12:51,10.0
S14-Udarata Menike,Colombo Fort,2024-04-07,04:00,04:05,5.0
S14-Udarata Menike,Maradana,2024-04-07,04:27,04:27,0.0
S14-Udarata Menike,Ragama,2024-04-07,04:52,04:57,5.0
S14-Udarata Menike,Gampaha,2024-04-07,05:42,05:52,10.0
S14-Udarata Menike,Veyangoda,2024-04-07,05:31,06:34,63.0
S14-Udarata Menike,Polgahawela,2024-04-07,06:42,06:52,10.0
S14-Udarata Menike,Rambukkana,2024-04-07,06:32,06:37,5.0
S14-Udarata Menike,Kadugannawa,2024-04-07,07:08,07:08,0.0
S14-Udarata Menike,Kandy,2024-04-07,06:34,06:54,20.0
S14-Podi Menike,Colombo Fort,2024-04-07,08:00,08:10,10.0
S14-Podi Menike,Maradana,2024-04-07,08:33,08:43,10.0
S14-Podi Menike,Ragama,2024-04-07,08:44,08:44,0.0
S14-Podi Menike,Gampaha,2024-04-07,09:06,09:26,20.0
S14-Podi Menike,Veyangoda,2024-04-07,09:25,09:45,20.0
S14-Podi Menike,Polgahawela,2024-04-07,10:49,10:44,-5.0
S14-Podi Menike,Rambukkana,2024-04-07,11:26,11:21,-5.0
S14-Podi Menike,Kadugannawa,2024-04-07,10:38,10:38,0.0
S14-Podi Menike,Kandy,2024-04-07,11:44,Cancelled,
S12-Tikiri Menike,Colombo Fort,2024-04-07,08:00,08:00,0.0
S12-Tikiri Menike,Maradana,2024-04-07,08:35,08:35,0.0
S12-Tikiri Menike,Ragama,2024-04-07,08:39,08:59,20.0
S12-Tikiri Menike,Gampaha,2024-04-07,09:10,09:20,10.0
S12-Tikiri Menike,Veyangoda,2024-04-07,09:36,10:55,79.0
S12-Tikiri Menike,Polgahawela,2024-04-07,10:30,10:30,0.0
S12-Tikiri Menike,Rambukkana,2024-04-07,10:29,10:24,-5.0
S12-Tikiri Menike,Kadugannawa,2024-04-07,11:49,12:52,63.0
S12-Tikiri Menike,Kandy,2024-04-07,12:47,12:47,0.0
S12-Senkadagala Menike,Colombo Fort,2024-04-07,08:00,08:00,0.0
S12-Senkadagala Menike,Maradana,2024-04-07,08:29,08:29,0.0
S12-Senkadagala Menike,Ragama,2024-04-07,08:51,09:11,20.0
S12-Senkadagala Menike,Gampaha,2024-04-07,09:15,09:15,0.0
S12-Senkadagala Menike,Veyangoda,2024-04-07,10:16,10:16,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-07,10:28,10:28,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-07,11:32,11:32,0.0
S12-Senkadagala Menike,Kadugannawa,2024-04-07,11:43,11:53,10.0
S12-Senkadagala Menike,Kandy,2024-04-07,10:42,10:37,-5.0
Intercity,Colombo Fort,2024-04-07,09:00,08:55,-5.0
Intercity,Maradana,2024-04-07,09:22,09:32,10.0
Intercity,Ragama,2024-04-07,09:59,09:59,0.0
Intercity,Gampaha,2024-04-07,10:47,10:47,0.0
Intercity,Veyangoda,2024-04-07,10:40,11:00,20.0
Intercity,Polgahawela,2024-04-07,11:38,11:58,20.0
Intercity,Rambukkana,2024-04-07,12:08,12:08,0.0
Intercity,Kadugannawa,2024-04-07,11:08,11:08,0.0
Intercity,Kandy,2024-04-07,13:15,13:30,15.0
S14-Udarata Menike,Colombo Fort,2024-04-08,04:00,03:55,-5.0
S14-Udarata Menike,Maradana,2024-04-08,04:20,04:25,5.0
S14-Udarata Menike,Ragama,2024-04-08,04:43,04:43,0.0
S14-Udarata Menike,Gampaha,2024-04-08,05:32,05:27,-5.0
S14-Udarata Menike,Veyangoda,2024-04-08,05:50,05:55,5.0
S14-Udarata Menike,Polgahawela,2024-04-08,06:42,06:42,0.0
S14-Udarata Menike,Rambukkana,2024-04-08,07:24,07:29,5.0
S14-Udarata Menike,Kadugannawa,2024-04-08,07:27,07:32,5.0
S14-Udarata Menike,Kandy,2024-04-08,06:32,06:32,0.0
S14-Podi Menike,Colombo Fort,2024-04-08,05:00,05:00,0.0
S14-Podi Menike,Maradana,2024-04-08,05:25,05:20,-5.0
S14-Podi Menike,Ragama,2024-04-08,05:59,05:59,0.0
S14-Podi Menike,Gampaha,2024-04-08,05:58,05:58,0.0
S14-Podi Menike,Veyangoda,2024-04-08,06:26,06:41,15.0
S14-Podi Menike,Polgahawela,2024-04-08,07:07,07:22,15.0
S14-Podi Menike,Rambukkana,2024-04-08,08:10,08:15,5.0
S14-Podi Menike,Kadugannawa,2024-04-08,08:20,08:15,-5.0
S14-Podi Menike,Kandy,2024-04-08,08:50,09:05,15.0
S12-Tikiri Menike,Colombo Fort,2024-04-08,05:00,05:00,0.0
S12-Tikiri Menike,Maradana,2024-04-08,05:31,05:31,0.0
S12-Tikiri Menike,Ragama,2024-04-08,05:42,05:42,0.0
S12-Tikiri Menike,Gampaha,2024-04-08,06:40,06:45,5.0
S12-Tikiri Menike,Veyangoda,2024-04-08,06:44,06:49,5.0
S12-Tikiri Menike,Polgahawela,2024-04-08,06:44,06:49,5.0
S12-Tikiri Menike,Rambukkana,2024-04-08,07:58,07:58,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-08,09:08,09:13,5.0
S12-Tikiri Menike,Kandy,2024-04-08,07:48,07:53,5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-08,04:00,04:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-08,04:24,04:24,0.0
S12-Senkadagala Menike,Ragama,2024-04-08,04:55,05:00,5.0
S12-Senkadagala Menike,Gampaha,2024-04-08,05:40,05:45,5.0
S12-Senkadagala Menike,Veyangoda,2024-04-08,06:23,06:23,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-08,06:27,06:27,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-08,05:59,06:04,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-08,07:06,08:00,54.0
S12-Senkadagala Menike,Kandy,2024-04-08,08:28,08:33,5.0
Intercity,Colombo Fort,2024-04-08,07:00,07:00,0.0
Intercity,Maradana,2024-04-08,07:34,07:44,10.0
Intercity,Ragama,2024-04-08,08:02,08:02,0.0
Intercity,Gampaha,2024-04-08,08:07,08:17,10.0
Intercity,Veyangoda,2024-04-08,08:13,08:13,0.0
Intercity,Polgahawela,2024-04-08,09:39,09:39,0.0
Intercity,Rambukkana,2024-04-08,09:52,10:12,20.0
Intercity,Kadugannawa,2024-04-08,10:18,10:18,0.0
Intercity,Kandy,2024-04-08,10:09,10:19,10.0
S14-Udarata Menike,Colombo Fort,2024-04-09,08:00,08:10,10.0
S14-Udarata Menike,Maradana,2024-04-09,08:23,08:33,10.0
S14-Udarata Menike,Ragama,2024-04-09,09:04,09:09,5.0
S14-Udarata Menike,Gampaha,2024-04-09,09:23,09:18,-5.0
S14-Udarata Menike,Veyangoda,2024-04-09,09:40,09:50,10.0
S14-Udarata Menike,Polgahawela,2024-04-09,09:51,09:56,5.0
S14-Udarata Menike,Rambukkana,2024-04-09,10:53,10:58,5.0
S14-Udarata Menike,Kadugannawa,2024-04-09,10:53,11:03,10.0
S14-Udarata Menike,Kandy,2024-04-09,10:27,10:27,0.0
S14-Podi Menike,Colombo Fort,2024-04-09,08:00,08:05,5.0
S14-Podi Menike,Maradana,2024-04-09,08:31,08:41,10.0
S14-Podi Menike,Ragama,2024-04-09,08:51,09:11,20.0
S14-Podi Menike,Gampaha,2024-04-09,09:29,09:34,5.0
S14-Podi Menike,Veyangoda,2024-04-09,09:26,09:26,0.0
S14-Podi Menike,Polgahawela,2024-04-09,10:30,10:45,15.0
S14-Podi Menike,Rambukkana,2024-04-09,09:57,10:07,10.0
S14-Podi Menike,Kadugannawa,2024-04-09,11:49,11:54,5.0
S14-Podi Menike,Kandy,2024-04-09,12:19,12:19,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-09,08:00,08:25,25.0
S12-Tikiri Menike,Maradana,2024-04-09,08:27,08:22,-5.0
S12-Tikiri Menike,Ragama,2024-04-09,08:57,09:12,15.0
S12-Tikiri Menike,Gampaha,2024-04-09,09:05,09:15,10.0
S12-Tikiri Menike,Veyangoda,2024-04-09,10:16,10:16,0.0
S12-Tikiri Menike,Polgahawela,2024-04-09,09:54,10:09,15.0
S12-Tikiri Menike,Rambukkana,2024-04-09,09:58,10:08,10.0
S12-Tikiri Menike,Kadugannawa,2024-04-09,10:27,10:32,5.0
S12-Tikiri Menike,Kandy,2024-04-09,10:37,10:32,-5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-09,06:00,06:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-09,06:35,06:35,0.0
